name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
Bank of America,4.5,(2.8k Reviews),Private,Charlotte + 26 more,24 years old,10k-50k Employees (India)
Tata AIA Life In...,4.0,(1.6k Reviews),Private,"Mumbai,Maharashtra + 189 more",21 years old,5k-10k Employees (India)
Radisson Hotels,3.8,(1.7k Reviews),Private,"Minnetonka,Minnesota + 89 more",113 years old,10k-50k Employees (India)
Dilip Buildcon,4.1,(1.6k Reviews),Public,"Bhopal,Madhya Pradesh + 132 more",35 years old,10k-50k Employees (India)
KPIT Technologie...,3.6,(1.6k Reviews),Public,"Pune,Maharashtra + 20 more",32 years old,5k-10k Employees (India)
Ekart Logistics,4.3,(1.6k Reviews),Private,"San Francisco,California + 380 more",13 years old,1k-5k Employees (India)
RBL Bank,3.8,(1.6k Reviews),Public,"Mumbai,Maharashtra + 174 more",79 years old,1k-5k Employees (India)
PNB MetLife,3.7,(1.6k Reviews),Private,"Mumbai,Maharashtra + 232 more",21 years old,5k-10k Employees (India)
ITC Infotech In...,3.6,(1.6k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 39 more",22 years old,5k-10k Employees (India)
Patanjali Ayurve...,4.1,(1.6k Reviews),Private,"Haridwar,Uttarakhand + 214 more",16 years old,5k-10k Employees (India)
Dabur,4.1,(1.6k Reviews),Public,"Ghaziabad,Uttar Pradesh + 180 more",138 years old,5k-10k Employees (India)
Kotak Mahindara ...,3.9,(1.6k Reviews),Public,"Mumbai,Maharashtra + 158 more",21 years old,5k-10k Employees (India)
Apollo Tyres,4.2,(1.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 127 more",50 years old,5k-10k Employees (India)
Biocon Biologics...,4.0,(1.6k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 56 more",44 years old,10k-50k Employees (India)
HDFC Ergo Genera...,4.0,(1.6k Reviews),Public,"Mumbai,Maharashtra + 169 more",20 years old,1k-5k Employees (India)
Landmark Group,4.3,(4.6k Reviews),Private,"Dubai Marina,Dubai + 100 more",49 years old,1k-5k Employees (India)
Eureka Forbes,4.0,(1.6k Reviews),Private,"Mumbai,Maharashtra + 146 more",40 years old,5k-10k Employees (India)
Ola Cabs,3.6,(2.1k Reviews),Private,Bangalore + 82 more,12 years old,10k-50k Employees (India)
JK Cement,4.2,(1.5k Reviews),Public,"Gurgaon/Gurugram,Haryana + 182 more",48 years old,1k-5k Employees (India)
Lifestyle,4.4,(1.5k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 90 more",8 years old,10k-50k Employees (India)
Fortis Healthcar...,4.0,(1.5k Reviews),Public,"Gurgaon/Gurugram,Haryana + 53 more",26 years old,5k-10k Employees (India)
Max Healthcare,4.2,(1.6k Reviews),Partnership,"Delhi/NCR,New Delhi + 50 more",21 years old,1k-5k Employees (India)
Escorts Group,4.2,(1.7k Reviews),Public,"Faridabad,Haryana + 93 more",62 years old,5k-10k Employees (India)
Suzuki,4.1,(7.1k Reviews),Private,"Vadodara/Baroda,Gujarat + 129 more",8 years old,1k-5k Employees (India)
GeBBS Healthcare...,3.9,(1.5k Reviews),Private,"Culver City,California + 11 more",17 years old,5k-10k Employees (India)
Pfizer,4.2,(2.1k Reviews),Public,"Chennai,Tamil Nadu + 94 more",18 years old,1k-5k Employees (India)
Berger Paints,3.8,(1.6k Reviews),Public,"Kolkata,West Bengal + 176 more",99 years old,1k-5k Employees (India)
HCL Infosystems,3.9,(1.5k Reviews),Public,"Noida,Uttar Pradesh + 98 more",46 years old,10k-50k Employees (India)
Fiserv,3.9,(1.5k Reviews),Private,"Brookfield,Wisconsin + 26 more",51 years old,501-1k Employees (India)
Blue Dart Expres...,4.2,(1.6k Reviews),Public,"Mumbai,Maharashtra + 183 more",39 years old,10k-50k Employees (India)
Nestle,4.1,(1.6k Reviews),Public,Vevey + 178 more,63 years old,10k-50k Employees (India)
Utkarsh Small Fi...,4.0,(1.5k Reviews),Public,"Varanasi,Uttar Pradesh + 202 more",13 years old,1k-5k Employees (India)
Aakash Institute,3.6,(1.7k Reviews),Private,"New Delhi,Delhi + 134 more",34 years old,1k-5k Employees (India)
G4S,4.2,(1.5k Reviews),Private,"Gurgaon/Gurugram,Haryana + 96 more",26 years old,1 Lakh+ Employees (India)
Reliance Digital,4.3,(1.5k Reviews),Private,"Mumbai,Maharashtra + 211 more",15 years old,1k-5k Employees (India)
JMC Projects,4.3,(1.5k Reviews),Public,"Mumbai,Maharashtra + 89 more",40 years old,1k-5k Employees (India)
Mankind Pharma,4.2,(1.7k Reviews),Private,"New Delhi,Delhi + 139 more",27 years old,5k-10k Employees (India)
Aarti Industries,4.2,(1.5k Reviews),Public,"Mumbai,Maharashtra + 31 more",47 years old,1k-5k Employees (India)
Tata AIG General...,4.1,(1.5k Reviews),Private,"Mumbai,Maharashtra + 177 more",22 years old,5k-10k Employees (India)
Life Insurance C...,4.3,(1.5k Reviews),Private,Mumbai + 340 more,66 years old,1 Lakh+ Employees (India)
AFCONS Infrastru...,4.5,(1.5k Reviews),Partnership,"Mumbai,Maharashtra + 71 more",63 years old,5k-10k Employees (India)
PolicyBazaar,3.7,(1.5k Reviews),Public,"Gurgaon,Haryana + 29 more",14 years old,5k-10k Employees (India)
IndiGo,3.4,(1.5k Reviews),Private,"Boston,Massachusetts + 70 more",17 years old,10k-50k Employees (India)
Sapient Corporat...,3.9,(1.6k Reviews),Private,"New York,New York + 15 more",32 years old,10k-50k Employees (India)
Cogent E Service...,3.4,(1.5k Reviews),Private,"Noida,Uttar Pradesh + 27 more",18 years old,10k-50k Employees (India)
Voltas,4.1,(1.5k Reviews),Public,"Mumbai,Maharashtra + 134 more",68 years old,5k-10k Employees (India)
Delhi Public Sch...,3.9,(1.4k Reviews),Public,"Greater Noida,Uttar Pradesh + 203 more",24 years old,1k-5k Employees (India)
ADP Solutions,4.3,(1.4k Reviews),Public,"Chennai,Tamil Nadu + 10 more",23 years old,1k-5k Employees (India)
R1 RCM,4.0,(1.4k Reviews),Private,"Murray,Utah + 15 more",19 years old,1k-5k Employees (India)
I Process Servic...,4.0,(1.4k Reviews),Private,"Mumbai,Maharashtra + 199 more",17 years old,1k-5k Employees (India)
Raymond,4.1,(1.7k Reviews),Public,New York + 103 more,97 years old,1k-5k Employees (India)
Access Healthcar...,4.1,(1.4k Reviews),Private,"Dallas,Texas + 16 more",11 years old,1k-5k Employees (India)
Persistent Syste...,4.2,(1.4k Reviews),Public,"Pune,Maharashtra + 7 more",32 years old,10k-50k Employees (India)
Birla Sun Life I...,4.3,(1.4k Reviews),Private,"Mumbai,Maharashtra + 272 more",22 years old,10k-50k Employees (India)
Exide Industries,3.8,(2.7k Reviews),Public,"Kolkata,West Bengal + 159 more",75 years old,1k-5k Employees (India)
NIIT Technologie...,3.5,(1.4k Reviews),Public,"Noida,Uttar Pradesh + 77 more",18 years old,5k-10k Employees (India)
Aditya Birla Gro...,4.2,(13.5k Reviews),"Mumbai,Maharashtra + 185 more",165 years old,1 Lakh+ Employees (India),
BHEL,4.3,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 83 more",58 years old,10k-50k Employees (India)
Micro Labs,3.8,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 96 more",49 years old,5k-10k Employees (India)
PVR Cinemas,4.3,(1.4k Reviews),Public,Gurgaon + 89 more,25 years old,1k-5k Employees (India)
ACT Fibernet,4.1,(1.4k Reviews),Private,"Daegu,Daegu + 32 more",22 years old,5k-10k Employees (India)
Zensar Technolog...,3.9,(1.4k Reviews),Public,"Pune,Maharashtra + 17 more",31 years old,10k-50k Employees (India)
United Phosphoru...,4.3,(1.4k Reviews),Public,"Mumbai,Maharashtra + 111 more",53 years old,1k-5k Employees (India)
R.R. Donnelley,4.1,(1.4k Reviews),Private,"Chicago,Illinois + 9 more",158 years old,5k-10k Employees (India)
DHFL,4.6,(1.4k Reviews),Public,"Mumbai,Maharashtra + 191 more",38 years old,1k-5k Employees (India)
Walmart,4.2,(11.7k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 69 more",13 years old,5k-10k Employees (India)
Ajanta Pharma,4.0,(1.3k Reviews),Public,"Mumbai,Maharashtra + 83 more",49 years old,1k-5k Employees (India)
Poonawalla Finco...,4.1,(1.7k Reviews),Public,"Mumbai,Maharashtra + 243 more",34 years old,5k-10k Employees (India)
The Himalaya Dru...,4.2,(1.3k Reviews),Private,"San Francisco,California + 148 more",92 years old,1k-5k Employees (India)
Renault-Nissan,4.1,(1.4k Reviews),Private,"Chennai,Tamil Nadu + 62 more",12 years old,5k-10k Employees (India)
Statestreet HCL ...,3.4,(1.3k Reviews),Private,New Delhi + 10 more,10 years old,5k-10k Employees (India)
Cholamandalam MS...,4.0,(1.3k Reviews),JV,"Chennai,Tamil Nadu + 265 more",21 years old,50k-1 Lakh Employees (India)
Emcure Pharmaceu...,4.1,(1.4k Reviews),Private,Pune + 78 more,41 years old,5k-10k Employees (India)
InterGlobe Techn...,3.6,(1.3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 30 more",24 years old,1k-5k Employees (India)
Birlasoft,3.8,(1.3k Reviews),Public,"Pune,Maharashtra + 23 more",27 years old,5k-10k Employees (India)
Blue Star,4.1,(1.3k Reviews),Public,"Mumbai,Maharashtra + 100 more",79 years old,1k-5k Employees (India)
Honda,4.2,(3.2k Reviews),Private,"Greater Noida,Uttar Pradesh + 165 more",37 years old,5k-10k Employees (India)
Exide Life Insur...,3.7,(1.3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 183 more",21 years old,1k-5k Employees (India)
Sterling & Wilso...,4.2,(1.3k Reviews),Private,Mumbai + 67 more,95 years old,1k-5k Employees (India)
HDFC Sales,4.1,(1.3k Reviews),Private,"Mumbai,Maharashtra + 211 more",18 years old,10k-50k Employees (India)
Britannia,4.2,(1.3k Reviews),Public,"Reading,Reading + 158 more",130 years old,1k-5k Employees (India)
café Coffee day,4.1,(1.3k Reviews),Private,"Bengaluru,Karnataka + 79 more",26 years old,1k-5k Employees (India)
AGS Health,4.1,(1.3k Reviews),Private,"Chennai,Tamil Nadu + 19 more",11 years old,5k-10k Employees (India)
TVS Sundram Fast...,3.9,(1.3k Reviews),Public,"Chennai,Tamil Nadu + 34 more",56 years old,5k-10k Employees (India)
Tata Technologie...,3.5,(1.3k Reviews),Private,Singapore + 31 more,33 years old,5k-10k Employees (India)
Sonalika Tractor...,3.9,(1.3k Reviews),Private,"Hoshiarpur,Punjab + 119 more",53 years old,1k-5k Employees (India)
Dalmia Bharat Ce...,4.1,(1.3k Reviews),Public,"Delhi/NCR,New Delhi + 135 more",87 years old,1k-5k Employees (India)
Mahindra Holiday...,3.8,(1.3k Reviews),Private,"Chennai,Tamil Nadu + 85 more",26 years old,1k-5k Employees (India)
Shahi Exports,4.2,(1.3k Reviews),Private,"Faridabad,Haryana + 49 more",48 years old,1 Lakh+ Employees (India)
Big Bazaar,4.2,(1.3k Reviews),Private,"Mumbai,Maharashtra + 148 more",21 years old,10k-50k Employees (India)
Bhushan Power & ...,3.9,(1.3k Reviews),Private,"Delhi/NCR,New Delhi + 48 more",52 years old,501-1k Employees (India)
Mahindra Rural H...,4.2,(1.3k Reviews),Public,"Mumbai,Maharashtra + 295 more",15 years old,5k-10k Employees (India)
Societe Generale,3.9,(1.2k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",22 years old,1k-5k Employees (India)
Lenskart,3.0,(1.2k Reviews),Private,"Delhi,NCT + 98 more",12 years old,1k-5k Employees (India)
Johnson Controls,4.0,(2k Reviews),Public,Cork + 50 more,27 years old,5k-10k Employees (India)
Legato Health Te...,4.1,(1.2k Reviews),LLP,"Bangalore/Bengaluru,Karnataka + 8 more",5 years old,5k-10k Employees (India)
Ambuja Cements,4.0,(1.2k Reviews),Public,"Mumbai,Maharashtra + 161 more",39 years old,5k-10k Employees (India)
Indian Navy,4.6,(1.2k Reviews),Private,"Delhi/NCR,Delhi + 56 more",72 years old,50k-1 Lakh Employees (India)
Force Motors,3.4,(1.2k Reviews),Public,"Pune,Maharashtra + 72 more",64 years old,1k-5k Employees (India)
UNO Minda,4.1,(1.2k Reviews),Gurgaon + 57 more,64 years old,1k-5k Employees (India),
Brakes India,4.2,(1.2k Reviews),"Chennai,Tamil Nadu + 54 more",60 years old,1k-5k Employees (India),
Thomson Reuters,4.3,(1.3k Reviews),Private,Toronto + 17 more,28 years old,10k-50k Employees (India)
3i Infotech,3.7,(1.2k Reviews),Public,"Mumbai,Maharashtra + 82 more",29 years old,5k-10k Employees (India)
TVS Credit Servi...,4.3,(1.2k Reviews),Public,"Chennai,Tamil Nadu + 197 more",14 years old,10k-50k Employees (India)
Wockhardt,4.1,(1.6k Reviews),Public,"Mumbai,Maharashtra + 68 more",23 years old,5k-10k Employees (India)
Sobha,4.0,(1.2k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 34 more",27 years old,1k-5k Employees (India)
JK Tyres,3.9,(1.2k Reviews),Private,New Delhi + 107 more,71 years old,1k-5k Employees (India)
Shriram City,4.2,(1.2k Reviews),Public,"Chennai,Tamil Nadu + 337 more",36 years old,10k-50k Employees (India)
Indiabulls,3.8,(3.9k Reviews),Public,"Gurgaon/Gurugram,Haryana + 141 more",22 years old,10k-50k Employees (India)
Saint-Gobain,4.1,(1.3k Reviews),Private,Paris + 68 more,357 years old,10k-50k Employees (India)
Whirlpool,4.3,(1.2k Reviews),Public,"Gurgaon/Gurugram,Haryana + 110 more",20 years old,1k-5k Employees (India)
Indus Towers,4.1,(1.2k Reviews),Private,"Gurgaon,Haryana + 96 more",15 years old,1k-5k Employees (India)
Parle Agro,4.3,(1.2k Reviews),Private,"Mumbai,Maharashtra + 131 more",38 years old,1k-5k Employees (India)
V-mart,4.4,(1.2k Reviews),Public,"Gurgaon/Gurugram,Haryana + 187 more",20 years old,5k-10k Employees (India)
DS Group,4.1,(1.3k Reviews),Private,"Noida,Uttar Pradesh + 118 more",93 years old,1k-5k Employees (India)
Crompton Greaves,3.9,(1.2k Reviews),Public,"Mumbai,Maharashtra + 86 more",85 years old,1k-5k Employees (India)
Amara Raja Group,4.2,(1.5k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 72 more",37 years old,10k-50k Employees (India)
Shree Cement,4.3,(1.2k Reviews),Public,"Kolkata,West Bengal + 130 more",43 years old,5k-10k Employees (India)
GVK Emergency Ma...,3.8,(1.2k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 100 more",17 years old,10k-50k Employees (India)
GSK Pharmaceutic...,4.3,(1.2k Reviews),Middlesex + 132 more,192 years old,1k-5k Employees (India),
Tech Mahindra Bu...,3.6,(1.2k Reviews),Public,"Mumbai,Maharashtra + 31 more",19 years old,1k-5k Employees (India)
GE,4.2,(2.1k Reviews),Private,"Boston,Massachusetts + 53 more",130 years old,10k-50k Employees (India)
Reliance SMSL,4.1,(1.2k Reviews),Public,Mumbai + 304 more,15 years old,1k-5k Employees (India)
Adani Power,4.1,(1.4k Reviews),Public,"Ahmedabad,Gujrat + 80 more",16 years old,1k-5k Employees (India)
Datamatics Globa...,3.7,(1.6k Reviews),Public,Mumbai + 23 more,47 years old,1k-5k Employees (India)
Bharti AXA Life ...,3.9,(1.2k Reviews),Private,Mumbai + 193 more,16 years old,5k-10k Employees (India)
Reliance Trends,4.4,(1.2k Reviews),Private,"Navi Mumbai,Maharashtra + 239 more",16 years old,1 Lakh+ Employees (India)
Tata Motors Fina...,4.3,(1.2k Reviews),Private,"Mumbai,Maharashtra + 200 more",65 years old,1k-5k Employees (India)
Sterlite Technol...,4.2,(1.1k Reviews),Public,"Pune,Maharashtra + 52 more",34 years old,5k-10k Employees (India)
Novartis Healthc...,4.1,(1.4k Reviews),Public,"Mumbai,Maharashtra + 59 more",26 years old,1k-5k Employees (India)
SRF,4.3,(1.7k Reviews),Public,"Gurgaon/Gurugram,Haryana + 40 more",52 years old,1k-5k Employees (India)
Quest Global,3.6,(1.1k Reviews),Private,Singapore + 23 more,25 years old,10k-50k Employees (India)
Delphi TVS,4.0,(1.1k Reviews),Private,"Kanchipuram,Tamil Nadu + 24 more",33 years old,1k-5k Employees (India)
Lodha group,4.3,(1.1k Reviews),Private,"Mumbai,Maharashtra + 17 more",42 years old,1k-5k Employees (India)
State Street Cor...,3.8,(1.3k Reviews),Private,"Boston,Massachusetts + 12 more",12 years old,5k-10k Employees (India)
BT Group,4.3,(2k Reviews),Private,London + 12 more,176 years old,5k-10k Employees (India)
Gabriel India,4.3,(1.1k Reviews),Public,"Pune,Maharashtra + 33 more",61 years old,1k-5k Employees (India)
ICICI Securities,3.7,(1.1k Reviews),Public,"Mumbai,Maharashtra + 98 more",27 years old,5k-10k Employees (India)
Myntra,4.3,(1.1k Reviews),Private,"Bangalore,Karnataka + 82 more",15 years old,1k-5k Employees (India)
Yamaha Motor,3.9,(1.2k Reviews),Private,"Iwata,Shizuoka + 102 more",15 years old,1k-5k Employees (India)
Sigma Electric M...,3.9,(1.1k Reviews),Private,"Garner,North Carolina + 18 more",40 years old,1k-5k Employees (India)
IKS Health,3.5,(1.1k Reviews),Private,"Mumbai,Maharashtra + 9 more",15 years old,1k-5k Employees (India)
Endurance Techno...,3.8,(1.1k Reviews),Public,"Aurangabad,Maharashtra + 28 more",37 years old,1k-5k Employees (India)
Hyatt Regency,4.3,(1.1k Reviews),Private,"New Delhi,Delhi + 38 more",42 years old,1k-5k Employees (India)
Karvy Data Manag...,3.5,(1.1k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 88 more",14 years old,1k-5k Employees (India)
Oberoi Group of ...,4.2,(1.1k Reviews),Private,"Delhi/NCR,Delhi + 31 more",88 years old,1k-5k Employees (India)
Grasim Industrie...,4.2,(7.1k Reviews),Public,Nagda + 50 more,75 years old,10k-50k Employees (India)
Future Generali ...,4.0,(1.1k Reviews),Private,Mumbai + 141 more,15 years old,1k-5k Employees (India)
AXA Business Ser...,3.9,(1.1k Reviews),Private,Paris + 5 more,27 years old,1k-5k Employees (India)
Kansai Nerolac P...,3.9,(1.1k Reviews),Public,"Mumbai,Maharashtra + 120 more",102 years old,1k-5k Employees (India)
BlackBuck,4.0,(1.1k Reviews),Private,"Bangalore,Karnataka + 174 more",7 years old,1k-5k Employees (India)
Mahindra Logisti...,4.2,(1.1k Reviews),Public,"Mumbai,Maharashtra + 91 more",22 years old,1k-5k Employees (India)
Jet Airways,4.6,(1.1k Reviews),Public,"Mumbai,Maharashtra + 48 more",29 years old,10k-50k Employees (India)
Kalpataru Power ...,4.1,(1.1k Reviews),Public,"Mumbai,Maharashtra + 135 more",41 years old,1k-5k Employees (India)
Sopra Steria,4.3,(1.1k Reviews),Private,"Paris,Ile-de-France + 9 more",54 years old,1k-5k Employees (India)
Lucas-TVS,4.0,(1.4k Reviews),Private,"Chennai,Tamil Nadu + 46 more",61 years old,1k-5k Employees (India)
Tata Capital Fin...,4.3,(1.1k Reviews),Public,Mumbai + 122 more,15 years old,1k-5k Employees (India)
Bharat Petroleum,4.1,(1.1k Reviews),Private,"Mumbai,Maharashtra + 176 more",70 years old,50k-1 Lakh Employees (India)
Cadila Pharmaceu...,4.0,(6.2k Reviews),Public,"Ahmedabad,Gujrat + 94 more",71 years old,5k-10k Employees (India)
Piramal Group,4.1,(1.3k Reviews),Private,Mumbai + 96 more,42 years old,1k-5k Employees (India)
MetLife,4.4,(1.1k Reviews),Private,New York + 41 more,14 years old,5k-10k Employees (India)
Coromandel Inter...,4.2,(1.1k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 126 more",61 years old,10k-50k Employees (India)
Info Edge,3.9,(1.7k Reviews),Public,"Noida,Uttar Pradesh + 55 more",27 years old,1k-5k Employees (India)
Shell,4.4,(1.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 69 more",18 years old,5k-10k Employees (India)
CSS Corp,3.7,(1.1k Reviews),Private,"San Jose,California + 20 more",26 years old,5k-10k Employees (India)
BA Continuum,4.4,(1.1k Reviews),Private,"Gurgaon/Gurugram,Haryana + 11 more",19 years old,10k-50k Employees (India)
JCB,4.1,(1.1k Reviews),Private,"Rocester,Staffordshire + 70 more",77 years old,1k-5k Employees (India)
Power Mech Proje...,3.8,(1.1k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 86 more",15 years old,1k-5k Employees (India)
Parle Products,4.1,(1.1k Reviews),Private,Mumbai + 139 more,93 years old,1k-5k Employees (India)
Synechron,4.1,(1.4k Reviews),Private,"New York,New York + 13 more",21 years old,5k-10k Employees (India)
Barclays,4.2,(1.1k Reviews),Private,London + 22 more,332 years old,10k-50k Employees (India)
Paras Hospital,4.6,(1.1k Reviews),Private,"Gurgaon/Gurugram,Haryana + 25 more",16 years old,1k-5k Employees (India)
Cybage,4.0,(1.1k Reviews),Private,"Pune,Maharashtra + 5 more",27 years old,5k-10k Employees (India)
Blinkit,3.8,(1.1k Reviews),Private,"Gurgaon,Haryana + 47 more",9 years old,5k-10k Employees (India)
ValueLabs,3.9,(1.1k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 11 more",25 years old,1k-5k Employees (India)
Bureau Veritas,4.0,(1.1k Reviews),Private,La Défense + 72 more,194 years old,1k-5k Employees (India)
Taj Hotels Resor...,4.3,(1.1k Reviews),"Mumbai,Maharashtra + 62 more",119 years old,10k-50k Employees (India),
